
ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
694,46603,,คลินิกทันตกรรมรักษ์ฟันแอคิวเดนท์,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
695,46618,,คลินิกทันตกรรมโยซึบะ,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
697,46644,,คลินิกทันตกรรมเอฟโฟร์ สาขาอมตะนคร,,คลองตำหรุ,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
699,46663,,คลินิกทันตกรรม เฟี้ยวเงาะ,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
700,46680,,คลินิกทันตกรรมหงษ์หยก,,พานทอง,พานทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
701,46691,,คลินิกทันตกรรมพานทอง,,พานทอง,พานทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
702,46737,,คลินิกทันตกรรมเดย์ไทม์สไมล์ สาขาชลบุรี,,บางปลาสร้อย,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
703,46751,,คลินิกทันตกรรมดีดูโอ้,,สัตหีบ,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
704,46773,,คลินิกทันตกรรมปิยะรัตน์,,มะขามหย่ง,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
705,46777,,คลินิกทันตกรรมสโมสรฟันดี,,ศรีราชา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
706,46780,,คลินิกทันตกรรมสำนักงานทันตแพทย์เพชรคลินิก,,บางปลาสร้อย,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
707,46786,,คลินิกทันตกรรมมิราเดนท์,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
708,46815,,เมืองใหม่เดนทัลคลินิกทันตกรรม,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
709,46817,,คลินิกทันตกรรมเด็นทัลคอร์นเนอร์,,ศรีราชา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
711,46882,,คลินิกทันตกรรมบ้านรอยยิ้ม,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
712,46910,,คลินิกทันตกรรมสนามบิน,,บึง,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
